CHR,START,END
14,107287770,107288019
X,99404781,99406338
9,120224572,120228538
8,101394991,101395073
3,138663066,138665982
8,101441062,101443225
8,10962201,10964214
10,7200586,7453450
10,74885838,74885965
5,31249986,31250307
9,120410884,120419305
10,74951981,74952083
X,150666198,150666826
8,101487903,101513376
2,32757220,32757313
10,74959584,74960983
X,150684023,150684717
4,17578815,17609595
10,119117867,119117967
2,32860322,32860398
X,99410883,99411771
8,101504756,101505941
10,119184705,119249930
17,79336072,79348014
5,31505791,31505895
8,101562952,101563941
12,125478246,125515777
7,141362722,141363646
5,31595672,31595776
X,150780136,150839668
6,49913814,49917157
10,75007118,75036742
2,33050510,33151760
7,57895015,57895957
21,45275771,45276223
3,124777148,124777282
8,10965298,10967236
9,120447532,120447866
7,150035408,150038763
8,101630809,101632221
3,124837941,124838044
7,61821869,61822186
10,31012180,31012669
3,124870309,124870396
X,1522032,1572655
7,62471841,62471947
21,45339676,45339782
21,33948862,33959683
X,99928327,99928978
7,62505205,62514809
10,119232726,119304579
3,125029725,125030194
21,45416203,45416301
8,101695716,101695802
10,31120757,31122316
9,120470274,120470380
8,101720106,101720191
7,141404138,141438146
21,45466228,45466922
X,100055292,100055773
5,31657325,31665174
10,75012549,75014107
3,125062929,125063641
7,62517831,62520462
8,101752030,101752155
17,27948635,27949272
9,120493653,120493749
8,101767329,101767423
17,48187404,48207246
10,31207941,31210164
9,120545726,120630349
8,101788740,101789093
3,125107778,125107841
7,62528465,62528529
17,27966645,27967843
5,31725646,31726009
8,101843956,101844088
8,10980891,10983574
21,45578623,45579959
3,125164905,125165007
10,31354880,31354976
7,62547448,62548639
2,33152194,33153472
17,27968629,27968720
3,125235823,125235930
8,101907974,101908387
10,31476812,31550839
17,8463789,8464280
3,125247088,125247193
8,58096193,58096279
17,27971814,27972865
9,120602600,120659534
3,125398417,125398625
2,33170406,33170518
X,100056177,100058049
7,62574013,62575183
5,140868808,140892546
8,101925475,101926616
21,45595372,45596336
2,33216326,33216391
10,75038820,75038926
3,125400149,125400297
X,151072903,151082440
2,33281400,33288180
10,75061539,75061642
8,10994408,10996117
17,8464548,8464894
10,75106694,75106806
3,125409100,125409187
2,33510836,33510954
21,45621173,45622579
17,28043297,28043703
2,224839829,224904036
6,49927962,49931818
10,31495207,31609376
10,90581889,90611575
10,75141191,75143254
8,11032560,11033079
7,62577879,62615312
8,101970111,101970406
2,33557965,33558074
3,125422193,125423156
9,120845142,120845660
2,203044020,203044694
21,45626408,45627282
5,64782271,64782875
8,101975163,101975271
2,33780114,33788614
3,134204585,134293859
X,100077609,100077741
17,28088121,28114854
8,102064282,102088479
5,64900488,64900588
2,95813075,95831158
2,33827108,33827353
X,100110277,100111368
21,45670696,45671403
3,125430983,125431889
2,61782495,61782593
4,73146686,73434516
8,102134373,102138386
17,28102765,28103719
8,58152616,58153100
4,159236463,159574524
X,49129517,49132231
15,65032091,65067786
2,33861569,33862492
5,65028800,65029481
10,102756375,102767593
5,110073837,110100857
21,45748827,45750104
9,129677053,129985445
17,28104637,28104762
X,49397103,49397952
8,11060474,11061180
5,31738376,31738767
8,102141215,102145714
17,48178068,48179284
20,44637547,44645200
9,121450030,121468238
17,28182777,28183350
8,58173785,58179172
3,62355356,62359999
X,49429447,49433283
2,33931953,34522820
2,203066103,203066609
7,62636318,62636397
8,11105135,11125374
X,49641327,49643844
2,61802909,61803529
8,58192102,58197290
8,102150187,102150541
2,139036144,139036780
7,62669597,62672200
10,31548528,31548633
17,19581601,19622292
21,45751117,45755734
8,102151893,102153157
10,31649884,31650144
X,49676227,49676969
6,3694157,3694309
2,171571861,171574588
2,61816633,61816798
5,31741940,31742434
21,45751119,45751543
8,102179033,102181857
X,151125155,151125250
5,124064524,124065086
6,3751345,3754105
5,31744095,31744558
21,45759259,45760353
4,110268631,110354973
10,31650356,31688682
4,141480588,141489959
8,58202111,58202208
2,139045599,139046363
17,48211104,48227991
5,124065403,124065848
2,28974506,29025806
X,151127050,151127130
5,31747751,31748185
X,49709947,49710053
21,45767650,45768178
Y,16905522,16915913
10,31893528,31895146
5,124068940,124069465
21,33951132,33984591
5,31754326,31754763
5,65220457,65220963
9,121502841,121507590
10,31917468,31917527
3,138666076,138672293
21,45834473,45845155
2,139064889,139065540
6,3754333,3755074
8,58256346,58277416
5,124070311,124070868
12,119196559,119199484
5,65257011,65257147
2,171640296,171655481
10,31982012,31996316
2,61832751,61832857
2,33947788,33953274
8,102220376,102220786
2,85669039,85669100
5,124073092,124073698
5,65439984,65440623
8,102236169,102236801
21,45857004,45857058
2,139169636,139170888
5,124144521,124144926
10,32044970,32045064
21,45858918,45858993
7,19759011,19759074
9,121526145,121526623
4,110371931,110372224
6,3832167,3855971
5,124165165,124165983
Y,17019778,17019948
8,102273769,102275131
8,145734457,145736596
X,122695493,122696817
2,61937211,61938113
10,32202071,32202682
6,34725183,34741571
7,19853308,19857713
4,110409854,110409951
21,45870869,45875167
5,124204665,124205607
5,85144320,85145017
Y,17053427,17053630
2,139175854,139259268
5,124255640,124257291
6,3893360,3894524
2,85669618,85669912
4,110474399,110475250
X,122736990,122737782
8,102299673,102306011
5,31820671,31820745
5,124372524,124377932
21,45889812,45892399
5,31822668,31823243
10,32272813,32273482
8,102319595,102319656
X,122844694,122844982
12,119210837,119212942
5,124410358,124410673
2,85687267,85687375
8,102349724,102349877
X,100142625,100143579
X,122899151,122899536
6,3905144,3912213
2,139228226,139231502
6,170948694,170949624
X,151128100,151128184
5,124443897,124485622
7,19958604,20180076
5,85383344,85383665
5,31824686,31824789
4,110476326,110476888
9,122697331,122700110
Y,17053626,17054595
6,3914156,3914526
8,102374022,102384935
X,151213786,151214665
5,31832546,31832619
4,110594999,110595280
3,138722804,138725110
5,124537581,124538223
8,11113529,11114112
5,31840598,31841077
6,171004401,171006038
12,119256609,119271341
5,124601221,124601344
4,110613160,110613859
X,122905928,122905989
X,151282526,151286444
6,3922081,3922380
12,113344582,113369990
2,139326660,139332028
5,124686561,124686824
2,34011105,34011205
X,122918859,122919301
4,110736203,110736566
5,65502040,65505275
2,85718053,85718903
9,122735372,122736600
6,3941516,3942035
X,100165701,100166478
5,124704261,124704842
Y,17460542,17567954
5,31847377,31848254
6,110147725,110149988
8,102378645,102379233
6,171034285,171037576
21,45892778,45893622
2,139357233,139359996
4,110800226,110801053
X,122990912,122991013
5,65526957,65527060
2,34064849,34065745
8,11653082,11696818
8,102399527,102405414
6,171044839,171045633
8,11138873,11140010
X,123006476,123007782
6,110761202,110761506
3,11313995,11599139
2,139362080,139370737
6,3978296,3979333
5,65594296,65618772
12,119267486,119267610
4,110913481,110913587
8,102409863,102410161
X,123008309,123008415
6,110799110,110800639
6,135238528,135271260
21,45893606,45894980
9,123007257,123007328
X,100211582,100212528
17,8706041,8770994
17,67240452,67323385
2,139621167,139621465
5,31880141,31880190
12,119287159,119346735
X,123012440,123013146
4,111038892,111039203
8,102424101,102464680
6,171045261,171046865
6,43193367,43197222
6,110883378,110883818
5,65803372,65807432
4,111067530,111068404
6,171054606,171055065
5,31908467,31909292
2,139654721,139655668
8,102473405,102504727
5,156626253,156651390
10,23216953,23326518
X,123093083,123095191
6,4018947,4019436
4,111173027,111173255
8,102540951,102541797
6,110919296,110919908
8,11173374,11182938
X,123267134,123267227
5,156662195,156662309
2,62030278,62030523
6,4019077,4021449
6,31633879,31641323
5,156687132,156693635
2,201675317,201688569
4,111186021,111186173
2,34152451,34152539
17,72690452,72709117
2,62047343,62047701
6,4076623,4076707
6,110966902,110967761
2,34292293,34294617
4,111199341,111199447
8,102574236,102574716
5,156789623,156887086
6,111021765,111022103
6,4135657,4146287
X,123306851,123308309
2,139659003,139660317
9,123482951,123484250
5,85578278,85592281
17,48212951,48223541
4,111212800,111214729
5,65867885,65868374
7,141427784,141427948
5,31923473,31923638
2,62083830,62084190
7,141487615,141488440
6,111027565,111028085
4,111320929,111321667
6,4136306,4157619
17,48235694,48238637
21,33964389,33985176
5,65918696,65919005
8,102698775,102701321
4,111337054,111339660
7,141501115,141501859
17,32687347,32690250
2,34608855,34860407
2,114368079,114384667
15,27216429,27778373
19,7694682,7707934
8,102859484,102859588
2,62095567,62113217
7,141502282,141503287
4,111354265,111354344
8,11197146,11225961
8,103137660,103137743
5,31936208,31936265
6,111043453,111043551
4,111433644,111440661
6,4186858,4188343
8,103166778,103166953
2,140123735,140136717
5,65958159,65958816
6,111169749,111169876
2,34628731,34628824
6,4189350,4190040
6,111177620,111177725
5,66297211,66299781
10,90639491,90734910
2,140227345,140235317
8,103251622,103265561
6,4345977,4347271
6,111179442,111180350
16,64043,69452
6,31637944,31641553
4,111516671,111536614
11,125128522,125136694
8,141667999,142012315
16,68679283,68680071
2,34902646,34963298
19,12907637,12912663
2,140268994,140269125
11,48366900,48373999
3,168006341,168009016
6,4428197,4428315
11,125147448,125147553
2,140426116,140426874
15,65107831,65117867
16,68684959,68685851
2,62296582,62374016
6,4492041,4496003
3,168192986,168193176
19,12936525,12943797
4,111715559,111718500
11,125440180,125462473
3,168269642,168269737
6,40681150,40683102
4,154622652,154626851
2,85759467,85759749
6,111185063,111185654
11,65358665,65359947
2,140490277,140490851
16,68720302,68720573
19,12983475,12983544
3,160801671,160823172
6,36210980,36276372
3,168384347,168385211
7,107663993,107770801
4,111774532,111774626
X,49767754,49767844
10,32281018,32281309
4,111781738,111781803
17,32901142,32906388
19,12991783,12994902
3,168576447,168576918
6,4529956,4530242
X,49768109,49768194
19,40170014,40177013
10,32345674,32345767
2,85794787,85795083
5,32103551,32122047
11,48441762,48442825
11,125444615,125444714
16,31278758,31278812
11,2349979,2399222
4,111866265,111866955
X,49771262,49771344
2,85913176,85914170
16,68776383,68776491
6,4599521,4602654
6,111244769,111245310
10,32391450,32392221
11,125519641,125519782
3,168621154,168639784
17,28190420,28193110
19,13004947,13005694
X,49773039,49773122
16,68848233,68857429
3,138724648,139076065
16,31372599,31373016
8,103254268,103254847
11,125742926,125744423
6,111284669,111284772
6,146348782,146758734
6,4610890,4611538
2,140582465,140583446
5,32134844,32134940
4,111984739,111985383
X,49773572,49773636
5,66475441,66476415
6,111290976,111291075
16,68856490,68856973
5,133541305,133706738
6,41068761,41108571
11,48453769,48454699
11,76405087,76418685
5,32174577,32175378
2,140584261,140584350
11,2356362,2357006
6,111329473,111329579
X,49774330,49774413
7,99245817,99277621
4,112252568,112252674
4,148653214,148993931
2,140740253,140740553
11,125773142,125808811
6,111368071,111368724
X,49775279,49775357
6,4643996,4644088
4,112473010,112473329
Y,28344478,28354295
11,48485605,48486529
2,140861152,140889349
6,4702697,4704013
11,104813593,104840163
X,49777849,49777945
5,32222038,32222453
11,8968841,8986558
16,68919479,68919580
Y,28390498,28390720
19,18390563,18392432
17,37356536,37360980
X,49779206,49779291
16,68961450,68982164
5,85630842,85631626
2,140974566,140974808
11,125797011,125798724
11,48507915,48508377
16,31413886,31416020
Y,28393531,28393668
11,2393868,2393980
X,49920807,49921019
4,112561651,112569964
11,65360326,65363467
16,68967723,68971628
11,125809107,125813597
17,32907768,32966337
11,2425745,2429138
6,4774760,4775642
3,168645263,168645707
2,140975220,140977937
19,13031134,13031218
6,111412416,111412535
Y,28424070,28500565
X,49935841,49935941
11,48513578,48513968
2,85955317,85955460
16,69040955,69041058
5,32234872,32234981
3,168645957,168646386
4,112723957,112761042
6,111548950,111580237
19,13041336,13044110
16,69059763,69060546
19,41307202,41404187
5,32309768,32309874
6,4979306,4979728
3,168720862,168723254
4,112725574,112730850
11,48517900,48518832
5,32379513,32379573
11,57508825,57510986
19,13054932,13055301
6,111599135,111599945
2,86042253,86052514
16,69067578,69069945
4,112748037,112993854
11,125810391,125811088
2,140978153,140979054
8,30611753,30612056
16,31460856,31464814
2,34917357,34928447
3,169165655,169194840
4,112989166,112989682
19,13069669,13069761
12,54673977,54680872
6,137464968,137494785
8,30778576,30778851
16,31468032,31471057
2,141440929,141441457
6,5030206,5043683
6,111618329,111619713
5,32394484,32394581
11,48533825,48534772
19,13124476,13125325
11,125820011,125826214
16,69209574,69209680
X,123331593,123331699
4,112998754,112999556
5,32522864,32523971
16,69225026,69225126
X,1581465,1656000
8,30840975,30841837
6,111630406,111634720
19,13180610,13182188
16,69274452,69275832
9,123555829,123561848
4,154631277,154681387
5,85649621,85664672
13,25254549,25285921
19,13242385,13243224
2,141655992,141656675
6,111674905,111675386
11,48547616,48548523
3,171318195,171528740
11,76423440,76430652
16,69477143,69478193
2,34960042,34962185
17,79349801,79359160
2,175260458,175294303
5,32646670,32652082
2,141750112,141750228
16,69497747,69500167
11,76470960,76479267
X,123338349,123339656
X,50108408,50213737
6,111681844,111682810
2,141924826,141924926
6,5031990,5054657
2,119599747,119605254
11,48600988,48601888
6,111751463,111752984
16,69599711,69599771
19,40175884,40185217
2,141965651,141965945
21,45905460,45910171
6,5045818,5046335
2,86047558,86047735
11,76493625,76494106
19,18417040,18434084
16,69736968,69738555
19,41349443,41356352
19,40184565,40186898
16,69742475,69742578
X,100298553,100349465
9,123574753,123575123
6,5066029,5067216
2,35024917,35410755
11,48611312,48612239
21,45926690,45935738
16,69743777,69744486
X,100446104,100446398
2,142396413,142396532
4,113037666,113038059
19,40188544,40188713
2,86116403,86118103
2,142754946,142755056
16,69760916,69776466
11,76511408,76515599
2,142888747,142895399
17,79091095,79139877
11,48631615,48632552
19,40325098,40337054
6,5148467,5148556
11,76589276,76589362
11,2949503,2950685
2,143070509,143070577
6,111804714,111919505
11,76666461,76689663
6,5224961,5225030
11,48649098,48650045
2,143300987,143301544
19,40448563,40449634
5,85676478,85677244
5,32781644,32781745
1,50902700,50902978
6,5291263,5291621
11,77024651,77025077
5,32888096,32888251
5,85698283,85698778
1,103817769,103828355
2,143611664,143613567
21,46020522,46021649
1,50927141,50936822
6,5451916,5458308
6,41176292,41190382
11,62931248,62997124
7,20042346,20042909
1,50965430,50965529
11,77277979,77278039
2,143704869,143705655
5,32925745,33298016
16,28857921,28885526
1,51048076,51048183
11,77306156,77306224
19,40497851,40497946
2,143763269,143763360
12,125549925,125627873
11,48901663,48906789
6,150070579,150132556
11,77402695,77402796
1,51215968,51216025
19,40526292,40526948
1,45959538,45965751
2,143850625,143851733
2,86131402,86131850
11,77428757,77429456
7,20135760,20170098
19,40529291,40531409
1,51246012,51246822
11,48903275,48923733
1,103820969,103835986
7,20181539,20193154
5,32947549,32962573
11,77445520,77446071
6,99845927,99873207
9,123587106,123616651
2,143851802,143852284
12,117645947,117889975
5,85916323,85916385
2,143852358,143854124
4,141541919,141677274
19,40554664,40596832
16,69790439,69791840
X,1710486,1721407
21,46095785,46098003
2,86362993,86363129
16,96407,103628
7,20257200,20261323
1,103957501,103968087
6,5609460,5610428
6,41207258,41207364
6,41215107,41217387
19,40596661,40600313
2,143854408,143855576
1,51312140,51312509
11,48914808,48920255
19,55361898,55378662
5,33009100,33025830
8,30989055,30989318
16,69814940,69815031
19,40627218,40628075
21,46122136,46122706
6,41237613,41237977
16,69819897,69820016
15,92937058,93011958
5,85958961,85959067
1,51525509,51525577
6,41270204,41270310
1,13162645,13165443
5,33011428,33017713
Y,17659096,17705211
16,69966984,69967083
2,86387079,86387189
19,40710019,40710106
1,51572894,51573003
6,41275904,41276303
19,40779396,40781386
17,48240884,48242677
1,51623460,51624143
11,48928655,48930498
5,33090232,33090455
1,103960701,104068105
8,31024594,31034683
21,46222492,46224632
6,5665218,5695505
6,41323187,41323246
15,93608815,93609835
17,48248789,48258539
2,35034320,35034623
6,111816194,111816916
5,86042635,86045589
1,51654135,51654223
19,40788450,40788548
2,35223345,35225227
6,5788579,5788932
15,93800427,93803704
1,51656555,51656630
6,41462591,41516359
2,143855692,143855986
6,111921078,111923498
19,40805385,40805491
8,31077410,31078500
1,13171871,13173157
16,31498691,31499813
1,51660767,51700768
11,48967246,48973447
19,40844966,40845071
15,93829464,93829552
1,104066184,104066501
1,51696925,51697028
19,40848236,40848348
16,31519792,31520569
6,5817654,5818599
2,143856053,143856398
15,93844645,93844876
5,33162285,33162913
6,111967530,111967630
8,31133112,31241795
21,46340966,46349593
1,104112175,104113296
19,40949343,40949994
2,143856467,143857502
1,51716270,51717144
6,112221692,112223054
5,33229841,33255659
19,41112673,41112955
1,13182960,13184326
8,31196713,31203995
11,48981480,48983362
2,86420149,86420231
17,48286333,48291820
19,41213960,41214068
1,44457031,44462200
6,5851739,5870453
14,89821404,89822915
16,31558019,31558558
6,112475967,112487670
2,35444443,35444670
19,41314430,41317295
12,119326239,119326369
16,70010200,70099851
15,93855786,94112712
16,31558126,31559058
14,89866339,89875813
17,48290294,48292718
2,143858499,143858924
2,35696471,35696552
5,125695824,125832186
16,31560464,31564888
2,86422713,86423172
X,123414380,123415272
6,5918793,5919077
6,26383324,26395102
17,48292055,48292781
5,33424131,33440725
1,13196270,13199067
4,113092371,113092683
9,5765076,5833117
19,41324626,41332677
7,142919130,142920162
2,86574185,86574318
6,112517642,112517748
6,5972645,5974245
1,104210693,104210890
2,35696671,35696774
2,143919647,143929741
6,112538841,112540771
17,48313206,48313490
2,86591259,86591388
5,33502177,33503240
1,148555979,148596267
6,41470182,41487590
6,112555366,112555959
1,51730588,51731746
16,103010,107669
1,104256345,104262493
19,41337126,41343115
17,48322257,48322365
5,86093502,86096097
2,144052990,144238358
4,113150717,113152752
17,48358938,48365216
1,51795326,51800996
2,35696782,35696907
17,45726842,45762871
6,41566461,41566526
1,43232940,43263968
5,66563850,66566010
2,86742327,86742431
14,89878656,90421003
8,31354939,31356128
6,41634644,41635387
6,112557294,112671296
19,41396731,41406413
12,92562176,92562653
19,46498339,46524576
1,13351482,13354323
2,62373548,62374288
5,33519721,33522335
4,113194124,113194472
8,31455615,31455720
1,51837942,51838896
6,24705089,24721064
15,93960079,93965805
9,123965437,123965712
11,65365226,65382853
2,86789193,86845889
2,144053155,144329674
7,142919163,142919360
12,92564129,92564229
6,6046676,6046777
4,113195228,113195309
X,123460025,123460108
10,124608594,124639157
12,92815307,92877456
6,6169567,6169642
14,89883698,89886137
4,113277291,113280975
2,144276436,144355571
1,156499122,156499221
4,55087293,55087639
2,35949825,35950208
8,31883735,31996991
8,103268620,103270049
9,124000395,124002367
12,92860227,92885867
1,156557648,156557747
15,93973888,93974446
5,66675206,67101066
4,55199059,55222121
1,104469189,104470428
8,103400754,103400863
2,144398325,144413748
11,1151580,1222364
1,156584534,156585080
2,36526531,36526973
19,18451397,18480760
8,103430207,103431181
1,51847980,51848086
4,55242169,55242919
6,6346698,6623004
5,33888161,33888267
1,13379149,13381237
6,112646955,112647951
1,51927393,51929088
6,41688134,41701770
15,94133096,94304028
2,36581892,36582257
1,156607575,156610796
8,103433425,103433550
2,144433734,144498863
4,55306669,55312890
6,41732030,41732198
6,112677043,112677916
8,103463991,103464711
1,51983981,52027301
X,123466768,123467226
6,41759148,41759215
5,33970968,33972733
9,124042141,124045008
X,123822354,123822688
2,144524189,144533642
8,103515981,103516365
6,41800592,41800731
1,13384735,13384841
2,44395108,44471523
1,52004297,52004401
4,113377080,113378941
X,124062368,124062466
1,156611458,156614679
6,41836360,41837469
6,112682639,112684039
1,13411551,13414482
2,144557036,144577168
X,124337654,124338187
4,55469378,55473298
11,125827795,125828547
1,202995626,203047868
2,70523107,70529222
6,41885154,41885264
1,104615632,104616159
15,94261771,94614049
4,55702327,55711568
1,40505905,40538321
1,156616299,156631216
8,32028898,32145082
1,52027538,52060569
2,144654831,144654929
6,41986146,41986252
6,112683050,112683141
8,103545469,103545567
11,125937434,125938496
4,55711734,55725407
6,41997791,41999120
2,144694640,144721723
2,36740398,36740875
9,124043046,124047808
4,113436541,113468037
8,103633737,103634559
6,112686906,112688646
1,104615645,104619709
1,156657487,156661789
2,62395997,62398298
12,92924236,92925100
X,124421625,124421692
6,42059976,42061997
2,36816784,36818696
1,156682004,156682966
4,55809796,55822985
X,124460746,124461870
2,62432961,62433052
1,104695928,104696452
2,145208235,145208545
1,13429634,13430113
8,103700545,103701134
2,36883465,36884084
7,141503501,141504452
8,32049544,32049669
2,145218679,145221645
5,33997149,33997829
12,92938668,92938763
2,62489524,62489806
6,42379938,42380134
4,55842326,55842538
19,41414377,41416754
X,124796899,124796989
5,86180048,86180698
2,62492130,62492233
15,28000021,28344504
12,93251855,93253049
6,42467448,42467760
5,124704456,124705035
8,86568695,86575726
1,156905923,156906036
11,125970400,125972308
X,125243745,125249545
9,124137519,124214455
7,141511605,141512057
2,62576083,62577874
2,37094541,37094638
4,55877000,55877099
5,124705858,124706617
1,13607431,13611550
1,105976616,105977443
1,156955549,156955841
6,42473238,42473344
11,126030609,126045930
8,32114012,32114139
6,112797740,112802838
5,34158226,34158872
4,55898132,55898238
3,155755490,156256545
8,103745863,103745947
5,124712527,124713132
2,62690262,62691205
6,42631900,42632006
2,171669723,171717661
1,157029024,157030554
7,141559618,141559669
8,32298262,32300241
5,1544222,1551825
2,37186505,37186605
4,55919227,55958701
2,145275664,145279058
6,112797928,112798029
6,42694972,42695438
11,126049392,126049593
5,86263138,86433529
8,103817745,103822199
8,86747543,86749570
7,141562660,141563537
2,62718313,62718601
2,37375673,37376447
6,112853384,112853487
5,124718552,124719148
2,62734680,62734958
4,55929902,55930196
6,112937905,112939082
11,126078506,126078922
6,6347314,6347614
5,124731072,124731673
X,125605688,125606386
8,86756718,86758745
1,157043049,157044495
4,56081793,56082079
7,62693413,62694623
7,141586948,141587892
6,113147141,113147672
5,124828954,124937920
11,126084155,126084373
17,28210024,28210127
6,6534930,6535864
4,56085511,56086140
6,42908102,42916098
5,66759637,66771420
8,32623643,32625477
5,34164803,34244901
11,126114930,126115175
6,113292695,113292801
5,125198439,125198886
5,86398420,86398663
11,126148152,126148472
11,104864962,104893895
6,113332139,113332617
6,6680542,6683866
X,125606711,125606867
7,142941186,142967947
5,86410696,86410771
8,86999552,87166457
5,125221978,125222446
5,1568637,1594735
7,141611017,141611743
17,48463506,48463607
6,6692977,6711235
4,56160657,56160765
6,42924083,42924503
X,1733894,1761974
1,106130197,106161580
5,125302470,125303778
8,32769011,32769116
17,48473799,48475249
4,56179178,56180091
6,113543368,113545274
8,103866683,103868303
2,86813263,86813353
X,125606792,125606865
14,51104412,51104699
7,62693493,62702023
6,6758509,6759524
5,125412493,125615493
11,126151552,126151649
14,51129229,51129896
17,48527540,48528086
8,32853696,32902373
2,145324002,145337001
8,103904104,103905836
2,62759718,62760194
11,126162817,126164149
6,43001635,43002143
6,6795148,6795635
5,125515270,125529543
7,62701968,62708699
4,56217979,56218575
6,113678205,113689146
8,103935599,103936483
5,86590008,86590290
7,141940559,141946886
11,126413842,126480843
11,48997053,49003247
1,157098154,157098463
15,94368287,94368388
6,43003936,43004238
19,41430124,41456565
1,13632348,13635279
6,113749742,113754623
9,124207269,124262306
5,125532528,125532608
17,48580773,48585689
1,157155178,157157195
19,13250431,13251961
X,125606868,125607264
6,39297766,39693181
6,43042069,43042477
6,6901255,6918948
11,126522747,126551999
1,106240661,106240840
5,125769197,125826063
1,157202021,157206926
15,94380840,94396210
2,62779598,62780569
1,203698709,203698833
7,62723443,62723834
8,103962695,103962792
17,48614655,48616115
6,6938835,6939130
6,113836189,113836285
19,13263885,13265007
8,103973041,103973148
1,157250506,157252858
6,43181539,43191598
X,125863087,125864209
1,203774749,203775391
6,113852320,113864995
6,6993424,6995787
1,52172810,52173809
1,157257493,157257843
15,94406338,94421585
10,87359312,88126250
8,103991013,104012412
11,49007423,49013433
5,66760350,66760436
7,62751896,62764434
6,43277969,43278095
1,106433315,106434052
6,7040693,7040779
6,113902703,113903149
8,104028972,104029817
2,37421525,37421880
2,87098424,87149816
1,157599729,157600518
11,126790084,126810555
5,66904482,66904958
4,56230138,56262014
19,13268773,13269602
6,7183316,7185520
17,48633568,48639469
5,125888994,125889094
1,247875115,247887066
1,13839715,13842765
1,203804713,203805040
11,49035495,49037446
2,62788193,62788558
5,125963709,125964011
2,37436018,37439820
11,126810642,126814986
6,7187815,7187919
8,104032415,104033656
6,43295872,43296214
15,94425311,94429972
2,37552483,37553940
1,106434361,106436139
5,66928094,66942617
6,7276264,7299105
1,13881496,13882189
8,104097879,104098818
5,1594741,1611582
15,94440141,94440256
6,113924117,113924227
5,125999029,125999260
1,203841702,203843315
3,125443382,125444288
1,247938212,247939138
2,62817390,62889789
2,37558913,37559019
15,94443930,94527379
19,18485541,18499986
5,126073130,126073687
11,49092304,49092552
6,7331519,7331909
6,113944737,113971276
2,37662653,37662751
6,43331217,43331957
1,13949679,13949779
1,52174734,52175612
7,62787052,62814704
1,106470246,106565834
5,126087655,126112178
3,125453138,125454041
2,37827279,37873841
1,157606090,157610091
1,13950397,13950497
7,150065278,150071133
1,247990788,247991804
8,104101024,104102899
11,49103459,49104649
6,7339072,7339801
5,96149731,96271513
2,145425534,145940216
X,100543905,100543999
1,13983806,13986405
8,32871599,32872544
11,77449725,77450613
20,3639939,3644046
7,62803089,62803578
11,9002123,9025596
1,14022565,14022694
X,100580392,100580498
2,37971476,37974189
5,126091008,126091109
1,247996651,247997590
6,114026035,114026125
15,94448634,94651167
1,45965725,45976739
18,47793252,47808144
X,100592713,100593277
1,14450728,14450830
1,203872851,203873147
5,126478774,126478939
6,43331958,43332032
6,7341087,7342289
3,125455059,125455146
1,52190447,52190568
6,114102518,114102667
11,49113956,49114319
5,34190161,34193758
1,106615869,106627121
1,14548386,14549613
7,62806218,62807110
11,77524365,77524722
1,248099363,248100815
X,100594905,100595922
5,126506227,126507958
6,43441924,43442030
3,125465927,125466941
19,13486743,13486827
6,49936390,49937338
6,114113032,114158556
1,52259637,52264824
1,157661552,157666249
5,66932210,66934770
1,14675450,14677518
2,98281054,98281194
6,43486918,43487462
19,13882932,13884932
11,77540700,77583308
5,1598242,1598362
10,75182017,75182454
4,56254116,56254438
11,49119715,49122720
3,125474929,125475305
2,38044058,38045104
6,7481327,7482827
1,157678876,157679433
5,126512388,126512742
6,43506559,43507440
1,52266700,52266979
11,77561650,77562557
7,62809532,62810437
1,106623423,106624001
6,114160463,114160808
5,66985861,66986265
4,56277189,56277313
19,13907388,13907747
8,104103491,104103737
X,118892576,118894164
1,52302013,52302082
2,98443711,98444013
1,203923768,203924908
3,125493557,125516796
11,77577458,77581137
19,13925880,13926133
4,56278803,56278905
16,1562980,1564676
5,66988640,66989028
1,107086964,107087366
1,52325450,52325807
17,48640564,48641144
1,157693970,157694810
6,7506436,7506782
10,75188425,75188494
15,94576887,94577406
1,248102275,248102961
1,15018625,15019109
11,49132308,49132772
4,56367762,56367875
19,13945330,13947173
3,125506731,125506989
11,77579768,77580241
16,1629243,1630309
5,126515448,126515592
6,43511881,43512007
4,56406669,56407002
1,248138043,248138955
20,44650356,44688784
5,34373133,34373955
1,203968373,203968471
3,125509247,125509395
6,43529609,43530156
6,114162001,114162089
2,62953771,62953875
5,126596628,126596690
1,52331305,52331381
10,124670217,124672627
19,13947254,13947331
6,7516833,7518073
4,56413279,56414056
X,118920467,118925606
10,121334199,121356541
X,100682381,100682483
2,63053199,63085573
6,114189178,114194516
11,77626036,77626321
1,52366592,52366643
5,126801514,126801810
6,43555967,43559099
4,154701744,154710272
1,107322845,107323057
16,1630528,1660329
3,125513949,125514728
1,157830987,157831250
1,248153569,248154506
5,34651562,34651993
6,155153831,155578857
15,94624327,94624420
4,56664802,56664897
6,49976851,49989694
19,13947401,13947473
11,49138571,49146122
X,100698695,100699091
1,107345377,107346049
1,52439082,52439207
10,75255283,75279828
2,98529517,98529580
6,7540684,7541571
6,43673686,43674488
4,56686169,56703548
15,94711578,94711980
16,1675629,1676161
15,51973550,52013223
1,204001575,204010393
19,13985513,13985622
5,66995257,67198428
1,248160302,248160398
11,77726761,77727541
3,125534925,125535129
1,52446145,52446486
4,145567173,145666423
2,98822614,98824187
